code,comment
void HAL_I2C_SlaveRxCpltCallback(I2C_HandleTypeDef *hi2c) { if (hi2c == &hi2c2) { RxDone = 1; } },Callback for I2C slave reception complete
BSP_UART_Init(9600); BSP_VCP_Init();,Initialize UART and Virtual COM Port
"BSP_GSM_ReadADV2(gsmBuf,45);",Read GSM response
__PWR_CLK_ENABLE(); __HAL_PWR_VOLTAGESCALING_CONFIG(PWR_REGULATOR_VOLTAGE_SCALE1);,Configure the main internal regulator output voltage
"RCC_ClkInitStruct.ClockType = RCC_CLOCKTYPE_SYSCLK|RCC_CLOCKTYPE_PCLK1|RCC_CLOCKTYPE_PCLK2; ... HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_5);",Configure system clock and bus dividers
HAL_TIM_Base_Start_IT(&htim3);,Start timer in interrupt mode
"HAL_ADC_Start_DMA(&hadc1,(uint32_t*)&ADC_data[0],8*sizeof(uint16_t));",Start ADC with DMA
GPIO_Poll(&buttons_state);,Poll GPIO for button states
"report_data[i] = FilterWindow(filter_buf[i], ADC_data[i]);",Apply filter to ADC data
"USBD_HID_SendReport(&hUsbDeviceFS, (uint8_t*) &report_data, (AXIS_NUM + BUTTONS_ENABLED)*sizeof(uint16_t));",Send HID report over USB
"RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_HSE; ... if (HAL_RCC_OscConfig(&RCC_OscInitStruct) != HAL_OK) { _Error_Handler(__FILE__, __LINE__); }",Initializes the RCC Oscillators according to the specified parameters
"RCC_ClkInitStruct.ClockType = RCC_CLOCKTYPE_HCLK|RCC_CLOCKTYPE_SYSCLK|RCC_CLOCKTYPE_PCLK1|RCC_CLOCKTYPE_PCLK2; ... if (HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_1) != HAL_OK) { _Error_Handler(__FILE__, __LINE__); }","Initializes the CPU, AHB and APB buses clocks"
"PeriphClkInit.PeriphClockSelection = RCC_PERIPHCLK_ADC|RCC_PERIPHCLK_USB; ... if (HAL_RCCEx_PeriphCLKConfig(&PeriphClkInit) != HAL_OK) { _Error_Handler(__FILE__, __LINE__); }",Configure peripheral clocks for ADC and USB
"uint16_t FilterWindow (uint32_t * p_buf, uint16_t new_val) { ... }",Apply moving average filter to input data
freq = HAL_RCC_GetHCLKFreq();,Get system clock frequency
"moving_average((float32_t*)&inputSignal[0], (float32_t*)&outputSignal[0], (uint32_t)SIGNAL_LENGHT, (uint32_t)11);",Apply moving average filter
plot_both_signal();,Plot input and output signals
"float32_t signal_mean(float32_t *sig_src_arr, uint32_t sig_length) { ... }",Calculate mean of signal
"void moving_average(float32_t* sig_src_arr, float32_t* sig_out_arr, uint32_t sig_lenght, uint32_t filter_pts) { ... }",Compute moving average of signal
void plot_input_signal(void) { ... },Plot input signal
HAL_IncTick(); HAL_SYSTICK_IRQHandler();,Handle SysTick interrupt
reset_slave();,Reset slave to initialize
network_init();,Init network interface
stm_spi_init(spi_driver_event_handler);,Init SPI driver
"HAL_UART_Transmit(&huart3, (uint8_t *)&ch, 1, 0xFFFF);",Retarget printf to USART
"GPIO_InitStruct.Pin = GPIO_RESET_Pin; ... HAL_GPIO_Init(GPIO_RESET_GPIO_Port, &GPIO_InitStruct);",Configure reset pin
"HAL_GPIO_WritePin(GPIO_RESET_GPIO_Port, GPIO_RESET_Pin, GPIO_PIN_RESET);",Set reset pin low
control_path_init(control_path_event_handler);,Initiate control path
"send_arp_req(sta_handle, get_self_mac_station(), &sta_ip, dst_mac_bytes, &sta_dest_ip);",Send ARP request for station
"send_arp_req(ap_handle, get_self_mac_softap(), &softap_ip, dst_mac_bytes, &softap_dest_ip);",Send ARP request for softap
"HAL_GPIO_WritePin(GPIOD, GPIO_PIN_12 | GPIO_PIN_13 | GPIO_PIN_14 | GPIO_PIN_15, GPIO_PIN_RESET);",Set GPIO pins low
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_HSI; ... if (HAL_RCC_OscConfig(&RCC_OscInitStruct) != HAL_OK) { Error_Handler(); },Configure HSI oscillator and PLL
"RCC_ClkInitStruct.ClockType = RCC_CLOCKTYPE_HCLK|RCC_CLOCKTYPE_SYSCLK|RCC_CLOCKTYPE_PCLK1|RCC_CLOCKTYPE_PCLK2; ... if (HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_5) != HAL_OK) { Error_Handler(); }",Configure system clock and bus dividers
"GPIO_InitStruct.Pin = GPIO_PIN_12 | GPIO_PIN_13 | GPIO_PIN_14 | GPIO_PIN_15; ... HAL_GPIO_Init(GPIOD, &GPIO_InitStruct);",Configure GPIO pins
"xTaskCreate(vBlinkTask, ""BlinkTask1"", configMINIMAL_STACK_SIZE, (void *) &pin_toggle[0], tskIDLE_PRIORITY + 1, NULL);",Create FreeRTOS task for blinking LED
"RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_MSI; ... if (HAL_RCC_OscConfig(&RCC_OscInitStruct) != HAL_OK) { _Error_Handler(__FILE__, __LINE__); }",Initializes the RCC Oscillators according to the specified parameters
"RCC_ClkInitStruct.ClockType = RCC_CLOCKTYPE_HCLK|RCC_CLOCKTYPE_SYSCLK|RCC_CLOCKTYPE_PCLK1|RCC_CLOCKTYPE_PCLK2; ... if (HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_4) != HAL_OK) { _Error_Handler(__FILE__, __LINE__); }","Initializes the CPU, AHB and APB buses clocks"
"PeriphClkInit.PeriphClockSelection = RCC_PERIPHCLK_USART2; ... if (HAL_RCCEx_PeriphCLKConfig(&PeriphClkInit) != HAL_OK) { _Error_Handler(__FILE__, __LINE__); }",Configure peripheral clock for USART2
"hal_uart_send(&uart_0, &ch, 1, 30000);",Retarget printf to UART
MX_GPIO_Init(); MX_USART6_UART_Init();,Initialize peripherals
"HAL_UART_Transmit(&huart6, (uint8_t*) buffer, buffer_size, 0xFFFF);",Transmit data over UART
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_HSI; ... if (HAL_RCC_OscConfig(&RCC_OscInitStruct) != HAL_OK) { Error_Handler(); },Configure HSI oscillator
"RCC_ClkInitStruct.ClockType = RCC_CLOCKTYPE_HCLK | RCC_CLOCKTYPE_SYSCLK | RCC_CLOCKTYPE_PCLK1 | RCC_CLOCKTYPE_PCLK2; ... if (HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_0) != HAL_OK) { Error_Handler(); }",Configure system clock and bus dividers
huart6.Instance = USART6; ... if (HAL_UART_Init(&huart6) != HAL_OK) { Error_Handler(); },USART6 Initialization
"HAL_GPIO_WritePin(Led_GPIO_Port, Led_Pin, GPIO_PIN_RESET);",Configure GPIO pin Output Level
"GPIO_InitStruct.Pin = Btn_Pin; ... HAL_GPIO_Init(Btn_GPIO_Port, &GPIO_InitStruct);",Configure GPIO pin : Btn_Pin
"GPIO_InitStruct.Pin = Led_Pin; ... HAL_GPIO_Init(Led_GPIO_Port, &GPIO_InitStruct);",Configure GPIO pin : Led_Pin
HAL_Delay(500);,Delay 500 ms
"HAL_GPIO_WritePin(LD2_GPIO_Port, LD2_Pin, GPIO_PIN_RESET);",Set LED pin low
"HAL_GPIO_WritePin(LD2_GPIO_Port, LD2_Pin, GPIO_PIN_SET);",Set LED pin high
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_HSI48; ... if (HAL_RCC_OscConfig(&RCC_OscInitStruct) != HAL_OK) { Error_Handler(); },Configure HSI48 oscillator
"RCC_ClkInitStruct.ClockType = RCC_CLOCKTYPE_HCLK|RCC_CLOCKTYPE_SYSCLK|RCC_CLOCKTYPE_PCLK1; ... if (HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_1) != HAL_OK) { Error_Handler(); }",Configure system clock and bus dividers
PeriphClkInit.PeriphClockSelection = RCC_PERIPHCLK_USART2; ... if (HAL_RCCEx_PeriphCLKConfig(&PeriphClkInit) != HAL_OK) { Error_Handler(); },Configure peripheral clock for USART2
huart2.Instance = USART2; ... if (HAL_UART_Init(&huart2) != HAL_OK) { Error_Handler(); },USART2 Initialization
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_MSI; ... if(HAL_RCC_OscConfig(&RCC_OscInitStruct) != HAL_OK) { while(1); },"MSI is enabled after System reset at 4Mhz, PLL not used"
"RCC_ClkInitStruct.ClockType = (RCC_CLOCKTYPE_SYSCLK | RCC_CLOCKTYPE_HCLK | RCC_CLOCKTYPE_PCLK1 | RCC_CLOCKTYPE_PCLK2); ... if(HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_0) != HAL_OK) { while(1); }","Select MSI as system clock source and configure the HCLK, PCLK1 and PCLK2 clocks dividers"
HAL_PWREx_ControlVoltageScaling(PWR_REGULATOR_VOLTAGE_SCALE2);,"The voltage scaling allows optimizing the power consumption when the device is clocked below the maximum system frequency, to update the voltage scaling value regarding system frequency refer to product datasheet"
BSP_LED_Init(LED2); BSP_LED_Init(LED3);,Initialize LEDs mounted on NUCLEO-WL55JC RevC board
DMAx_CLK_ENABLE();,Enable DMA1 clock
HAL_DMA_Init(&DMA_Handle);,Initialize the DMA with for Transmission process
"HAL_DMA_RegisterCallback(&DMA_Handle, HAL_DMA_XFER_ERROR_CB_ID, &HAL_TransferError);",Register Error Callback
"HAL_NVIC_SetPriority(DMA1_Channel1_IRQn, 0, 1); HAL_NVIC_EnableIRQ(DMA1_Channel1_IRQn);",NVIC configuration for DMA transfer complete interrupt
"HAL_DMAEx_ConfigMuxRequestGenerator(&DMA_Handle, &dmamux_ReqGenParams);",Configure and enable the DMAMUX Request generator
HAL_DMAEx_EnableMuxRequestGenerator(&DMA_Handle);,Configure and enable the DMAMUX Request generator
"BSP_PB_Init(BUTTON_SW1, BUTTON_MODE_EXTI);",Configure and enable the User push-button (B1) in EXTI mode used as DMA external request signal
static void HAL_TransferError(DMA_HandleTypeDef *hdma) { ... },This function is executed in case of DMA error occurrence
"RCC_ClkInitStruct.ClockType = RCC_CLOCKTYPE_HCLK3|RCC_CLOCKTYPE_HCLK ... if (HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_2) != HAL_OK) { Error_Handler(); }","Configure the SYSCLKSource, HCLK, PCLK1 and PCLK2 clocks dividers"
NRF24_init(&hspi2);,Initialize NRF24 module
"HAL_TIM_PWM_Start(&htim1, TIM_CHANNEL_1); HAL_TIM_PWM_Start(&htim1, TIM_CHANNEL_2);",Start PWM on TIM1 channels
"NRF24_openReadingPipe(1, rx_pipe_addr);",Configure NRF24 to open reading pipe
NRF24_startListening();,Start NRF24 listening mode
if(NRF24_available()){ ... },Check if NRF24 data is available and process it
"NRF24_read(my_rx_data, PAYLOAD_SIZE);",Read data from NRF24
"HAL_UART_Transmit(&huart2, my_rx_data, PAYLOAD_SIZE + 2, 100);",Transmit received data over UART
BSP_LED_Init(LED1); BSP_LED_Init(LED2); BSP_LED_Init(LED3);,"Initialize LED1, LED2 and LED3"
"EraseInitStruct.TypeErase = FLASH_TYPEERASE_PAGES; ... if (HAL_FLASHEx_Erase(&EraseInitStruct, &PAGEError) != HAL_OK) { ... }",Erase the user Flash area (area defined by FLASH_USER_START_ADDR and FLASH_USER_END_ADDR)
"HAL_FLASH_Program(FLASH_TYPEPROGRAM_WORD, Address, DATA_32)",Program the user Flash area word by word (area defined by FLASH_USER_START_ADDR and FLASH_USER_END_ADDR)
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_MSI; ... if (HAL_RCC_OscConfig(&RCC_OscInitStruct)!= HAL_OK) { while(1); },Enable MSI Oscillator
"RCC_ClkInitStruct.ClockType = (RCC_CLOCKTYPE_SYSCLK | RCC_CLOCKTYPE_HCLK | RCC_CLOCKTYPE_PCLK1 | RCC_CLOCKTYPE_PCLK2); ... if (HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_0)!= HAL_OK) { while(1); }","Select MSI as system clock source and configure the HCLK, PCLK1 and PCLK2 clocks dividers"
PixelInit();,Initialize pixel display
"DisplayString(""5230"");",Display string on the display
"DisplayLed(leds[i], led_state);",Control individual LED state
void HAL_SYSTICK_Callback(void) { DisplayRun(); pixel.h = HAL_GetTick() / 10 % 360; PixelHSV(pixel); },Update display and pixel color in Systick callback
static void MX_TIM1_Init(void) { ... },TIM1 Initialization Function
__GPIOA_CLK_ENABLE(); __GPIOB_CLK_ENABLE(); __GPIOC_CLK_ENABLE(); __GPIOD_CLK_ENABLE(); __GPIOE_CLK_ENABLE();,Enable GPIO clocks
__DMA2_CLK_ENABLE();,Enable DMA clocks
"GPIO_InitStructure.Pin = DCMI_PWDN_PIN; HAL_GPIO_Init(DCMI_PWDN_PORT, &GPIO_InitStructure);",Configure DCMI GPIO
void HAL_I2C_MspInit(I2C_HandleTypeDef *hi2c) { ... },Initialize I2C MSP
SCCB_CLK_ENABLE();,Enable I2C clock
"GPIO_InitStructure.Pin = SCCB_SDA_PIN; HAL_GPIO_Init(SCCB_PORT, &GPIO_InitStructure);",Configure SCCB GPIOs
void HAL_I2C_MspDeInit(I2C_HandleTypeDef *hi2c) { ... },DeInitialize I2C MSP
SCCB_CLK_DISABLE();,Disable I2C clock
void HAL_TIM_PWM_MspInit(TIM_HandleTypeDef *htim) { ... },Initialize TIM PWM MSP
DCMI_TIM_CLK_ENABLE();,Enable DCMI timer clock
void HAL_DCMI_MspInit(DCMI_HandleTypeDef* hdcmi) { ... },Initialize DCMI MSP
__DCMI_CLK_ENABLE();,DCMI clock enable
"for (int i=0; i<NUM_DCMI_PINS; i++) { GPIO_InitStructure.Pin = dcmi_pins[i].pin; HAL_GPIO_Init(dcmi_pins[i].port, &GPIO_InitStructure); }",DCMI GPIOs configuration
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_HSE; ... if(HAL_RCC_OscConfig(&RCC_OscInitStruct) != HAL_OK) { Error_Handler(); },Enable HSE Oscillator and activate PLL with HSE as source
HAL_PWREx_EnableOverDrive(),activate the OverDrive to reach the 216 Mhz Frequency
"RCC_ClkInitStruct.ClockType = (RCC_CLOCKTYPE_SYSCLK | RCC_CLOCKTYPE_HCLK | RCC_CLOCKTYPE_PCLK1 | RCC_CLOCKTYPE_PCLK2); ... if(HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_7) != HAL_OK) { Error_Handler(); }","Select PLL as system clock source and configure the HCLK, PCLK1 and PCLK2 clocks dividers"
static void MPU_Config(void) { ... },Configure the MPU attributes as Write Through for SRAM1/2
Luos_Init();,Initialize Luos engine
Switcher_Init();,Initialize switcher module
Led_Init();,Initialize LED module
Luos_Loop();,Run Luos engine loop
Switcher_Loop();,Run switcher module loop
Led_Loop();,Run LED module loop
"RCC_ClkInitStruct.ClockType = RCC_CLOCKTYPE_HCLK | RCC_CLOCKTYPE_SYSCLK ... if (HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_2) != HAL_OK) { Error_Handler(); }","Initializes the CPU, AHB and APB buses clocks"
"GpioInit(&Led1, LED_1, PIN_OUTPUT, PIN_PUSH_PULL, PIN_NO_PULL, 1);",Initialize LED1 GPIO
"GpioInit(&Led2, LED_2, PIN_OUTPUT, PIN_PUSH_PULL, PIN_NO_PULL, 1);",Initialize LED2 GPIO
"GpioInit(&Led3, LED_3, PIN_OUTPUT, PIN_PUSH_PULL, PIN_NO_PULL, 1);",Initialize LED3 GPIO
SX9500Init();,Init SAR
"SX9500Write(SX9500_REG_IRQMSK, 0x10);",Configure SAR interrupt mask
"SX9500Read(SX9500_REG_IRQSRC, &status);",Read SAR interrupt source
"SX9500Read(SX9500_REG_OFFSETMSB, (uint8_t*)&regValue); offset = regValue << 8; SX9500Read(SX9500_REG_OFFSETLSB, (uint8_t*)&regValue); offset |= regValue;",Read 1st sensor offset
JumpToApplication();,Jump to user application
"USBD_RegisterClass(&USBD_Device, USBD_DFU_CLASS);",Add Supported Class
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_HSI; ... HAL_RCC_OscConfig(&RCC_OscInitStruct);,Enable HSI Oscillator and Activate PLL with HSI as source
"RCC_ClkInitStruct.ClockType = ( RCC_CLOCKTYPE_SYSCLK | RCC_CLOCKTYPE_HCLK | RCC_CLOCKTYPE_PCLK1 | RCC_CLOCKTYPE_PCLK2 ); ... HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_1);","Select PLL as system clock source and configure the HCLK, PCLK1 and PCLK2 clocks dividers"
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_HSE|RCC_OSCILLATORTYPE_LSE; ... if (HAL_RCC_OscConfig(&RCC_OscInitStruct) != HAL_OK) { Error_Handler(); },Initializes the RCC Oscillators according to the specified parameters in the RCC_OscInitTypeDef structure.
"RCC_ClkInitStruct.ClockType = RCC_CLOCKTYPE_HCLK|RCC_CLOCKTYPE_SYSCLK|RCC_CLOCKTYPE_PCLK1|RCC_CLOCKTYPE_PCLK2; ... if (HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_7) != HAL_OK) { Error_Handler(); }","Initializes the CPU, AHB and APB buses clocks"
PeriphClkInitStruct.PeriphClockSelection = RCC_PERIPHCLK_SPDIFRX|RCC_PERIPHCLK_LTDC|RCC_PERIPHCLK_RTC|RCC_PERIPHCLK_USART1|RCC_PERIPHCLK_USART6|RCC_PERIPHCLK_SAI2|RCC_PERIPHCLK_I2C1|RCC_PERIPHCLK_I2C3|RCC_PERIPHCLK_SDMMC1|RCC_PERIPHCLK_CLK48; ... if (HAL_RCCEx_PeriphCLKConfig(&PeriphClkInitStruct) != HAL_OK) { Error_Handler(); },Configure peripheral clocks for multiple peripherals
void HAL_TIM_PeriodElapsedCallback(TIM_HandleTypeDef *htim) { if (htim->Instance == TIM6) { HAL_IncTick(); } },"Period elapsed callback in non blocking mode to increment a global variable ""uwTick"" used as application time base"
BSP_LED_Init(LED1); BSP_LED_Init(LED2); BSP_LED_Init(LED3); BSP_LED_Init(LED4);,"Configure LED1, LED2, LED3 and LED4"
"RCC_ClkInitStruct.ClockType = (RCC_CLOCKTYPE_SYSCLK | RCC_CLOCKTYPE_HCLK | RCC_CLOCKTYPE_PCLK1 | RCC_CLOCKTYPE_PCLK2); ... ret = HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_5);","Select PLL as system clock source and configure the HCLK, PCLK1 and PCLK2 clocks dividers"
void HAL_GPIO_EXTI_Callback(uint16_t GPIO_Pin) { if(GPIO_Pin == USER_BUTTON_PIN) { if (uwIncrementState == 0) { HAL_SuspendTick(); uwIncrementState = 1; } else { HAL_ResumeTick(); uwIncrementState = 0; } } },EXTI line detection callback to suspend or resume tick increment based on button state
BSP_LED_Init(LED6); BSP_LED_Init(LED5);,Configure LED6 & LED5
TimHandle.Instance = TIMx; TimHandle.Init.Period = 10000 - 1; TimHandle.Init.Prescaler = uwPrescalerValue; ... if (HAL_TIM_Base_Init(&TimHandle) != HAL_OK) { Error_Handler(); },"Initialize TIMx peripheral with specified period, prescaler, and counter settings"
if (HAL_TIM_Base_Start_IT(&TimHandle) != HAL_OK) { Error_Handler(); },Start the TIM Base generation in interrupt mode
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_HSE; ... if(HAL_RCC_OscConfig(&RCC_OscInitStruct) != HAL_OK) { while(1) {}; },Enable HSE Oscillator and activate PLL with HSE as source
"RCC_ClkInitStruct.ClockType = (RCC_CLOCKTYPE_SYSCLK | RCC_CLOCKTYPE_HCLK | RCC_CLOCKTYPE_PCLK1 | RCC_CLOCKTYPE_PCLK2); ... if(HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_7) != HAL_OK) { while(1) {}; }","Select PLL as system clock source and configure the HCLK, PCLK1 and PCLK2 clocks dividers"
void HAL_TIM_PeriodElapsedCallback(TIM_HandleTypeDef *htim) { BSP_LED_Toggle(LED6); },Period elapsed callback in non blocking mode to toggle LED6
osKernelInitialize(); MX_FREERTOS_Init();,Init scheduler and FreeRTOS objects
"RCC_ClkInitStruct.ClockType = RCC_CLOCKTYPE_HCLK|RCC_CLOCKTYPE_SYSCLK|RCC_CLOCKTYPE_PCLK1|RCC_CLOCKTYPE_PCLK2; ... if (HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_3) != HAL_OK) { Error_Handler(); }","Initializes the CPU, AHB and APB buses clocks"
PeriphClkInitStruct.PeriphClockSelection = RCC_PERIPHCLK_USART3|RCC_PERIPHCLK_LPTIM1|RCC_PERIPHCLK_CLK48; ... if (HAL_RCCEx_PeriphCLKConfig(&PeriphClkInitStruct) != HAL_OK) { Error_Handler(); },"Configure peripheral clocks for USART3, LPTIM1, and CLK48"
"HAL_UART_RegisterRxEventCallback(&huart1, UART1_RxEventCallback); HAL_UART_RegisterRxEventCallback(&huart2, UART2_RxEventCallback);",Register UART receive event callbacks
"HAL_UARTEx_ReceiveToIdle_IT(&huart1, uart1_rx, sizeof(uart1_rx));",Start UART1 receive to idle in interrupt mode
"HAL_UARTEx_ReceiveToIdle_IT(&huart2, uart2_rx, sizeof(uart2_rx));",Start UART2 receive to idle in interrupt mode
"if (!circ_bbuf_pop(&uart1_tx, &bdata)) { HAL_UART_Transmit(&huart1, &bdata, 1, 500); }",Transmit data from UART1 circular buffer
"if (!circ_bbuf_pop(&uart2_tx, &bdata)) { HAL_UART_Transmit(&huart2, &bdata, 1, 500); }",Transmit data from UART2 circular buffer
huart1.Instance = USART1; ... if (HAL_UART_Init(&huart1) != HAL_OK) { Error_Handler(); },USART1 Initialization
"GPIO_InitStruct.Pin = GPIO_PIN_13; ... HAL_GPIO_Init(GPIOC, &GPIO_InitStruct);",Configure GPIO pin : PC13
"void UART1_RxEventCallback(UART_HandleTypeDef *huart, uint16_t pos) { ... HAL_GPIO_TogglePin(GPIOC, GPIO_PIN_13); ... }",Callback to handle UART1 receive event and toggle GPIO pin
"void UART2_RxEventCallback(UART_HandleTypeDef *huart, uint16_t pos) { ... HAL_GPIO_TogglePin(GPIOC, GPIO_PIN_13); ... }",Callback to handle UART2 receive event and toggle GPIO pin
"HAL_TIM_PWM_Start(&htim2, TIM_CHANNEL_2);",Start PWM on TIM2 Channel 2
"PeriphClkInit.PeriphClockSelection = RCC_PERIPHCLK_USB|RCC_PERIPHCLK_USART3|RCC_PERIPHCLK_RTC|RCC_PERIPHCLK_TIM2; ... if (HAL_RCCEx_PeriphCLKConfig(&PeriphClkInit) != HAL_OK) { _Error_Handler(__FILE__, __LINE__); }","Configure peripheral clocks for USB, USART3, RTC, and TIM2"
GraphicsInit();,Initialize graphics
GraphicsClear(RED);,Clear display with red color
GraphicsClear(GREEN);,Clear display with green color
GraphicsClear(BLUE);,Clear display with blue color
GraphicsClear(BLACK);,Clear display with black color
"GraphicsVline(10, 20, 400, WHITE);",Draw vertical line
"GraphicsHline(0U, ILI9341_LCD_WIDTH, 50, YELLOW);",Draw horizontal line
"GraphicsRectangle(50, 50, 100, 50, GREEN);",Draw rectangle
"GraphicsStandardString(50, 200, ""Freddy"", PINK);",Draw standard string
"GraphicsStandardStringVert(50, 100, ""Freddy"", CYAN);",Draw vertical standard string
"GraphicsLargeString(50, 180, ""Freddy"", PINK);",Draw large string
"GraphicsLargeStringVert(80, 100, ""Freddy"", CYAN);",Draw vertical large string
"GraphicsFilledCircle(200, 200, 20, PURPLE);",Draw filled circle
"GraphicsColourBitmap(j, j, 101, 135, kitten);",Draw color bitmap
"GraphicsRotateShape(3U, triangleCornersX, triangleCornersY, 45);",Rotate shape
"GraphicsFilledSegment(100, 50, 30, 180, -90, 20U, WHITE);",Draw filled segment
HAL_Delay(200UL);,Delay 200 ms
HAL_Delay(500UL);,Delay 500 ms
hspi1.Instance = SPI1; ... if (HAL_SPI_Init(&hspi1) != HAL_OK) { Error_Handler(); },SPI1 parameter configuration
__HAL_RCC_DMA1_CLK_ENABLE();,DMA controller clock enable
"GPIO_InitStruct.Pin = GPIO_PIN_8|GPIO_PIN_9|GPIO_PIN_10; ... HAL_GPIO_Init(GPIOA, &GPIO_InitStruct);",Configure GPIO pins : PA8 PA9 PA10
"printf(""Start\r\n"");",Print start message
"printf(""%ld----%ld\r\n"", KEY_0_NUM - last_KEY_0_NUM, KEY_1_NUM - last_KEY_1_NUM);",Print key press counts
RCC_ClkInitStruct.ClockType = RCC_CLOCKTYPE_HCLK|RCC_CLOCK_then((SystemCoreClock / 2) / 10000) - 1;,Compute the prescaler value to have TIMx counter clock equal to 10000 Hz
"HAL_NVIC_SetPriority(EXTI2_IRQn, 1, 0); HAL_NVIC_EnableIRQ(EXTI2_IRQn);",EXTI2_IRQn interrupt configuration
"HAL_NVIC_SetPriority(EXTI3_IRQn, 1, 0); HAL_NVIC_EnableIRQ(EXTI3_IRQn);",EXTI3_IRQn interrupt configuration
"int _write(int file, char *ptr, int len) { ... ITM_SendChar(*ptr++); ... }",Redirect printf to ITM
void HAL_GPIO_EXTI_Callback(uint16_t GPIO_Pin) { HAL_Delay(10); switch (GPIO_Pin) { case KEY_0_Pin: { KEY_0_NUM++; break; } case KEY_1_Pin: { KEY_1_NUM++; break; } default : break; } },Callback to increment key press counters on EXTI interrupt
void HAL_TIM_PeriodElapsedCallback(TIM_HandleTypeDef *htim) { if (htim->Instance == TIM14) { HAL_IncTick(); } },"Period elapsed callback in non blocking mode to increment a global variable ""uwTick"" used as application time base"
"PeriphClkInitStruct.PeriphClockSelection = RCC_PERIPHCLK_RTC; PeriphClkInitStruct.RTCClockSelection = RCC_RTCCLKSOURCE_LSE; if (HAL_RCCEx_PeriphCLKConfig(&PeriphClkInitStruct) != HAL_OK) { _Error_Handler(__FILE__, __LINE__); }",Configure peripheral clock for RTC
init_sysclk_216MHz();,we need to initialise the hal library and set up the SystemCoreClock properly
"init_gpio(Yellow, OUTPUT);",initialise the gpio pins
"init_gpio(Green, OUTPUT);",initialise the gpio pins
"write_gpio (Red, HIGH);",turn the red led on
"write_gpio (Yellow, LOW);",turn the Yellow led off
"write_gpio (Green, LOW);",turn the Green led off
HAL_Delay(1500);,delay for 1.5 second
"write_gpio (Yellow, HIGH);",turn the Yellow led on
"write_gpio (Red, LOW);",turn the red led off
"write_gpio (Green, HIGH);",turn the Green led on
HAL_Delay(1000);,delay for 1.5 second
"APP_UART_FIFO_INIT(&comm_params, UART_RX_BUF_SIZE, UART_TX_BUF_SIZE, uart_handler, APP_IRQ_PRIORITY_LOWEST, err_code);","Initialize UART FIFO with communication parameters, buffer sizes, and handler"
"hal_uart_recv(&uart_0, &ch, 1, HAL_WAIT_FOREVER);",Receive character from UART
"void os_hwi_set_handler(uint32_t irq, void *func, uint32_t param) { ... }",Set interrupt handler for specified IRQ
"void print_stack_mem(void* addr,int len) { ... }",Print memory contents of stack
void print_sys_reg(void) { ... },"Print system register values (PSR, IPSR, EPSR, etc.)"
void print_sys_variable(void) { ... },"Print system variables like g_sys_stat, g_sched_lock, etc."
void cpu_hardfault_handle(void) { ... },Handle CPU hard fault by printing stack and system information
void HardFault_Handler(void) { ... },Hard fault handler entry point
cdc_acm_init();,Initialize USB CDC ACM interface
cdc_acm_data_send_with_dtr_test();,Send data over USB CDC ACM with DTR test
HAL_Delay(100);,Delay for 100ms
void usb_dc_low_level_init(void) { ... },Initialize USB device controller low-level settings
__HAL_RCC_USB_CLK_ENABLE();,Peripheral clock enable
"int fputc(int ch, FILE *f) { ... }",Retarget printf to USART1
